Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Time,Location,Instructor,
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","","Urban Planning (UP)"," 513","","Legl Aspec Pln Proc","LEC","P RW","","","","","F","","","1030-12PM","2108 A&AB","",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","43939","Urban Planning (UP)"," 516","001","Plng Represent&Com","SEM","PI  ","","","W","","","","","330-630PM","ARR","Arquero De Alarcon",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","","Urban Planning (UP)"," 516","","Plng Represent&Com","SEM","P   ","","","","","F","","","10-12PM","ARR","",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","10157","Urban Planning (UP)"," 517","001","Real Est Ess","LEC","P RW","M","","","","","","","7-10PM","R0230 BUS","Allen",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","45982","Urban Planning (UP)"," 518","001","Phys Plan Workshop","LAB","P R ","","T","","TH","","","","9-1130AM","3100 A&AB","Rofe",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","36549","Urban Planning (UP)"," 519","001","Theories Urban Des","LEC","P   ","M","","W","","","","","830-10AM","1227 A&AB","Larsen, Broderick",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","42471","Urban Planning (UP)"," 521","001","Soc Life- Pub Spaces","SEM","P   ","","","","TH","","","","5-8PM","2210 A&AB","Thacher",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","33445","Urban Planning (UP)"," 534","001","Conc,Prac Iss in EJ","SEM","P   ","M","","","","","","","3-6PM","1028 DANA","Bryant Jr, Hockman",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","42573","Urban Planning (UP)"," 537","001","Hsg Policy&Econ","LEC","P   ","M","","W","","","","","3-430PM","2222 A&AB","Deng",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","32223","Urban Planning (UP)"," 538","001","Econ Dev Plan","LEC","P   ","","T","","TH","","","","1130-1PM","2213 A&AB","Glazer",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","10159","Urban Planning (UP)"," 540","001","Planning Theory","LEC","P RW","M","","W","","","","","11-1230PM","2104 A&AB","Campbell, Podrid",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","","Urban Planning (UP)"," 540","","Planning Theory","LEC","P RW","","","","TH","","","","1230-130PM","2222 A&AB","",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","31555","Urban Planning (UP)"," 560","001","Behavior&Environmt","LEC","P   ","M","","W","","","","","1-230PM","1040 DANA","De Young",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","31557","Urban Planning (UP)"," 560","002","Behavior&Environmt","DIS","A   ","","","","","F","","","1-2PM","1028 DANA","De Young, Baker",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","50428","Urban Planning (UP)"," 562","001","Walkable Urban Place","SEM","P  W","","","","","","","","ARR","ARR","Leinberger",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","32225","Urban Planning (UP)"," 566","001","Struct RE Fin Deals","LEC","P   ","","","","TH","","","","430-730PM","1227 A&AB","Bieri",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","42571","Urban Planning (UP)"," 573","001","Urb&Regnl Thry","LEC","P  W","","T","","TH","","","","230-4PM","2108 A&AB","Grengs",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","44109","Urban Planning (UP)"," 574","001","Comp Urban Policy","LEC","P  W","","","","TH","","","","4-7PM","2222 A&AB","Murray",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","40697","Urban Planning (UP)"," 576","001","Eco Des Brownfld Dev","LEC","P  W","","T","","","","","","630-9PM","2024 DANA","Nassauer, Foen",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","10161","Urban Planning (UP)"," 590","001","Expanded Horizons","LAB","P R ","","","","","","","","ARR","ARR","Bieri",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","49449","Urban Planning (UP)"," 594","001","Amer Pln 1900-2000","LEC","P   ","","T","","TH","","","","1-230PM","2108 A&AB","Fishman",
"Fall 2010","First 7 Week Session","Architecture & Urban Planning","31147","Urban Planning (UP)"," 614","001","Negotn&Disp Resolutn","SEM","P   ","M","","W","","","","","530-7PM","1227 A&AB","Caetano",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","29281","Urban Planning (UP)"," 634","001","Integrat Field Exp","LAB","PI  ","","T","","TH","","","","130-430PM","2204 A&AB","Dewar, Dueweke",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","36543","Urban Planning (UP)"," 634","002","Integrat Field Exp","LAB","PI  ","","T","","TH","","","","430-730PM","2204 A&AB","Dewar, Dueweke",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","45951","Urban Planning (UP)"," 634","003","Integrat Field Exp","LAB","PI  ","","T","","TH","","","","430-730PM","ARR","Larsen, Dueweke",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","46691","Urban Planning (UP)"," 650","001","Adv Urban Theory","SEM","P   ","","T","","","","","","1-4PM","2227 A&AB","Campbell",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","38849","Urban Planning (UP)"," 654","001","Conc&Tech Comm","LEC","P   ","","","","","F","","","9-12PM","2302 SEB","Richards-Schuster",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","36613","Urban Planning (UP)"," 658","001","Pln Devel Countries","LEC","P   ","","","","","F","","","9-12PM","2204 A&AB","Shatkin",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","27477","Urban Planning (UP)"," 671","001","Pub Pol&Transport","SEM","P  W","","T","","TH","","","","1130-1PM","2108 A&AB","Grengs",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","30705","Urban Planning (UP)"," 680","001","Directed Study","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","50049","Urban Planning (UP)"," 680","021","Directed Study","IND"," I  ","","","","","","","","ARR","ARR","Norton",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","51134","Urban Planning (UP)"," 680","024","Directed Study","IND"," I  ","","","","","","","","ARR","ARR","Larsen",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","51106","Urban Planning (UP)"," 680","030","Directed Study","IND"," I  ","","","","","","","","ARR","ARR","Campbell",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","51133","Urban Planning (UP)"," 680","032","Directed Study","IND"," I  ","","","","","","","","ARR","ARR","Shatkin",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","48335","Urban Planning (UP)"," 680","046","Directed Study","IND"," I  ","","","","","","","","ARR","ARR","Leinberger",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","43791","Urban Planning (UP)"," 696","001","Grad Exper Cse","SEM","P R ","","","W","","","","","1-3PM","1028 DANA","Jones",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","48009","Urban Planning (UP)"," 696","002","Grad Exper Cse","SEM","P   ","M","","","","","","","630-8PM","2108 A&AB","Kelbaugh",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","","Urban Planning (UP)"," 696","","Grad Exper Cse","SEM","P   ","","","","TH","","","","630-8PM","2108 A&AB","",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","27293","Urban Planning (UP)"," 733","001","Thesis","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","40315","Urban Planning (UP)"," 734","001","Prof Project","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","10163","Urban Planning (UP)"," 835","001","PhD Research Sem","SEM","PI  ","M","","","","","","","130-430PM","2227 A&AB","Shatkin",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","10165","Urban Planning (UP)"," 990","001","PhD Diss-Precand","IND"," IR ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","50551","Urban Planning (UP)"," 990","005","PhD Diss-Precand","IND","    ","","","","","","","","ARR","ARR","Dewar",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","50601","Urban Planning (UP)"," 990","008","PhD Diss-Precand","IND","    ","","","","","","","","ARR","ARR","Deng",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","50652","Urban Planning (UP)"," 990","032","PhD Diss-Precand","IND","    ","","","","","","","","ARR","ARR","Shatkin",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","10167","Urban Planning (UP)"," 993","001","Teach Meth Gsi","SEM","P   ","","","","","","","","ARR","ARR","Norton",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","10169","Urban Planning (UP)"," 995","001","PhD Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","49808","Urban Planning (UP)"," 995","021","PhD Diss-Cand","IND","  R ","","","","","","","","ARR","ARR","Norton",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","49371","Urban Planning (UP)"," 995","023","PhD Diss-Cand","IND","  R ","","","","","","","","ARR","ARR","Levine",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","49806","Urban Planning (UP)"," 995","024","PhD Diss-Cand","IND","  R ","","","","","","","","ARR","ARR","Larsen",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","50653","Urban Planning (UP)"," 995","030","PhD Diss-Cand","IND","  R ","","","","","","","","ARR","ARR","Campbell",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","49807","Urban Planning (UP)"," 995","032","PhD Diss-Cand","IND","  R ","","","","","","","","ARR","ARR","Shatkin",
"Fall 2010","Regular Academic Session","Art and Design","46692","Art and Design (ARTDES)"," 100","001","Fund of Drawing","LAB","P R ","M","","W","","","","","830-1130AM","2057 A&AB","Poskovic",
"Fall 2010","Regular Academic Session","Art and Design","46693","Art and Design (ARTDES)"," 100","002","Fund of Drawing","LAB","P R ","M","","W","","","","","830-1130AM","2058 A&AB","Deva",
"Fall 2010","Regular Academic Session","Art and Design","46694","Art and Design (ARTDES)"," 100","003","Fund of Drawing","LAB","P R ","M","","W","","","","","130-430PM","2057 A&AB","Thayer",
"Fall 2010","Regular Academic Session","Art and Design","46695","Art and Design (ARTDES)"," 100","004","Fund of Drawing","LAB","P R ","M","","W","","","","","130-430PM","2058 A&AB","Burgard",
"Fall 2010","Regular Academic Session","Art and Design","46699","Art and Design (ARTDES)"," 100","005","Fund of Drawing","LAB","P R ","","T","","TH","","","","830-1130AM","2057 A&AB","Venturelli-Ballario",
"Fall 2010","Regular Academic Session","Art and Design","46700","Art and Design (ARTDES)"," 100","006","Fund of Drawing","LAB","P R ","","T","","TH","","","","830-1130AM","2058 A&AB","McShane Bolton",
"Fall 2010","Regular Academic Session","Art and Design","46701","Art and Design (ARTDES)"," 100","007","Fund of Drawing","LAB","P R ","","T","","TH","","","","130-430PM","2057 A&AB","Cogswell Jr",
"Fall 2010","Regular Academic Session","Art and Design","46702","Art and Design (ARTDES)"," 100","008","Fund of Drawing","LAB","P R ","","T","","TH","","","","130-430PM","2058 A&AB","Thayer",
"Fall 2010","Regular Academic Session","Art and Design","27511","Art and Design (ARTDES)"," 110","001","Digital Studio I","LAB","P R ","","T","","","","","","830-1130AM","2216 A&AB","Guastella",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES)"," 110","","Digital Studio I","LAB","P R ","","T","","","","","","630-930PM","2006 A&AB","",
"Fall 2010","Regular Academic Session","Art and Design","31945","Art and Design (ARTDES)"," 110","002","Digital Studio I","LAB","P R ","","T","","","","","","830-1130AM","1006 A&AB","Khan",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES)"," 110","","Digital Studio I","LAB","P R ","","T","","","","","","630-930PM","1108 A&AB","",
"Fall 2010","Regular Academic Session","Art and Design","31947","Art and Design (ARTDES)"," 110","003","Digital Studio I","LAB","P R ","","T","","","","","","130-430PM","2216 A&AB","Hesseltine",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES)"," 110","","Digital Studio I","LAB","P R ","","T","","","","","","630-930PM","2216 A&AB","",
"Fall 2010","Regular Academic Session","Art and Design","31949","Art and Design (ARTDES)"," 110","004","Digital Studio I","LAB","P R ","","T","","","","","","130-430PM","1006 A&AB","Van Gent",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES)"," 110","","Digital Studio I","LAB","P R ","","T","","","","","","630-930PM","1006 A&AB","",
"Fall 2010","Regular Academic Session","Art and Design","35975","Art and Design (ARTDES)"," 110","005","Digital Studio I","LAB","P R ","","","","TH","","","","830-1130AM","1006B A&AB","Gloeckner",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES)"," 110","","Digital Studio I","LAB","P R ","","T","","","","","","630-930PM","2125 A&AB","",
"Fall 2010","Regular Academic Session","Art and Design","35977","Art and Design (ARTDES)"," 110","006","Digital Studio I","LAB","P R ","","","","TH","","","","830-1130AM","2216 A&AB","Ellis",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES)"," 110","","Digital Studio I","LAB","P R ","","T","","","","","","630-930PM","2147 A&AB","",
"Fall 2010","Regular Academic Session","Art and Design","35979","Art and Design (ARTDES)"," 110","007","Digital Studio I","LAB","P R ","","","","TH","","","","130-430PM","2216 A&AB","White",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES)"," 110","","Digital Studio I","LAB","P R ","","T","","","","","","630-930PM","2063 A&AB","",
"Fall 2010","Regular Academic Session","Art and Design","36963","Art and Design (ARTDES)"," 110","008","Digital Studio I","LAB","P R ","","","","TH","","","","130-430PM","1006 A&AB","Yang",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES)"," 110","","Digital Studio I","LAB","P R ","","T","","","","","","630-930PM","2044 A&AB","",
"Fall 2010","Regular Academic Session","Art and Design","27513","Art and Design (ARTDES)"," 120","001","TMP I","LAB","P R ","","","","","F","","","9-12PM","1108 A&AB","Mondro",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES)"," 120","","TMP I","LAB","P R ","","","","","F","","","1-4PM","1108 A&AB","",
"Fall 2010","Regular Academic Session","Art and Design","27515","Art and Design (ARTDES)"," 120","002","TMP I","LAB","P R ","","","","","F","","","9-12PM","1258 A&AB","Coy",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES)"," 120","","TMP I","LAB","P R ","","","","","F","","","1-4PM","1258 A&AB","",
